-4.518111106562366364e-01,4.383838469915362634e-01,-3.264599611447522309e-01,-9.335208365832677047e-02,-2.552084799820419359e-01,1.008056671422219219e+00,3.740459654528720534e-01,6.780767871845725381e-01,-3.157610140968165058e-01,-6.627195814117792239e-01,-1.432897344129564932e+00,-3.397176434138874518e-02,-2.213495914341747917e-01,6.097246008988289612e-01,1.553872068467199163e-01,-4.163217007069507369e-01,-2.924631287246483302e-02,3.025315464289979772e+00,1.973923094230572717e-01,-2.372525411998201994e-01,-7.732445901996175264e-02
-2.245419403060167352e-01,1.397572482234596680e-01,-3.640224355723361421e-02,1.855091220898589244e+00,3.287926183750335407e-01,-1.138719939756675181e+00,-9.871972632521996971e-01,-1.034815063231155019e+00,-5.697924011417208057e-01,-6.122074181944180404e-01,-1.056190845508581555e+00,-1.374962462027792043e+00,-2.213495914341747917e-01,5.653551786241360899e-01,-1.743438131402400337e+00,-3.561422123133469175e-01,-1.822123730341572934e+00,-4.456555358160875779e-01,-1.560406528384598035e-01,-2.372525411998201994e-01,-2.960022277415730318e-01
-2.813592328935717313e-01,-2.015302932257705681e-01,3.154232649905470698e+00,3.829340574555860077e-01,3.679206919649580937e-02,1.472224587352790826e+00,1.616920217748806676e+00,1.591619107406294198e+00,-7.603159414253992665e-01,-5.111830917596955626e-01,-3.027778482666149684e-01,-5.927178883773900342e-01,1.544737574264028135e+00,2.547692227012861577e-01,-4.775545725696535571e-01,5.541447650259819113e+00,-5.334930865356515284e-01,2.682503513662219508e+00,1.522765917903746269e+00,1.953733987030708885e+00,1.365948814542673029e+00
-3.381765254811266996e-01,-4.574959493126934951e-01,-3.264599611447522309e-01,-1.799495638608564485e-01,3.287926183750335407e-01,4.278467765090046560e-01,2.556769890437352588e-01,3.354984171014274152e-01,1.287939132317663382e-01,2.464993565007223830e-01,4.977234613029748456e-01,-4.250940511665894928e-01,-3.054489802769463913e-01,-8.100969118913419198e-01,3.663677999855112222e-01,-3.561422123133469175e-01,2.508907836070828901e-01,-3.171010543306776452e-01,-2.443988934038390792e-01,-2.372525411998201994e-01,-4.272088889745397911e-01
-1.109073551309071037e-01,1.177442017999838324e-02,-1.089166729541132805e-01,-4.830407445697101343e-01,-3.038752381784649015e-01,3.118047975263616434e-01,7.291528946802816602e-01,5.638839971568573306e-01,2.558096067542186547e-01,1.454750300659999052e-01,1.210169626819911637e-01,2.454012976766122289e-01,-1.372502025914032475e-01,-2.332944223203350376e-01,-1.610836828614665150e-01,-5.524477034532819519e-02,-1.973285707601938332e-01,-7.027644987869072768e-01,-1.560406528384598035e-01,4.930763015436896435e-01,7.973866158664832948e-01
-1.815426132757554711e+00,4.810447896726901540e-01,-3.264599611447522309e-01,-1.799495638608564485e-01,1.253461024107069610e+00,1.820350524300719863e+00,3.096532422863015110e+00,2.733547007683445607e+00,-4.427767076192687945e-01,-2.279108804367337537e+00,-2.892635026285875099e+00,-2.995326221732196093e+00,-1.372502025914032475e-01,1.896437846864921450e+00,-8.467706105625381063e-01,-3.561422123133469175e-01,-1.093767279494747946e+00,9.684437605234211821e-01,-2.443988934038390792e-01,-2.372525411998201994e-01,6.661799546335166466e-01
-5.654456958313462955e-01,-9.267663188053851808e-01,-2.539455317478725993e-01,-3.098457841646508615e-01,-7.418760619462715367e-01,1.957628185437186030e-01,7.883373828848500020e-01,5.638839971568573306e-01,8.273802276052534266e-01,4.485480093701667559e-01,4.035468366477289459e-01,3.012759100802124279e-01,-3.054489802769463913e-01,-6.769886450672634171e-01,-6.357900174237467450e-01,-1.154242587389319868e-01,-7.015753444233805425e-01,1.114138839540218806e-01,-2.443988934038390792e-01,-2.372525411998201994e-01,-6.458866576961510564e-01
-6.222629884189012639e-01,-1.588693505446167331e-01,3.986843328240442519e-01,6.427264980631748337e-01,4.747928929643025486e-01,1.008056671422219219e+00,9.067063592939867966e-01,9.635587622538608343e-01,-1.887453205743641615e-01,-3.596466021076118458e-01,-6.733628662850014990e-02,-3.692194387629892938e-01,3.094857509413989974e-02,1.216609558772077659e-01,-4.248094242849557167e-01,4.863706251971054439e-01,-3.654108286479228473e-01,4.113743407533116403e-01,-6.768241227308055552e-02,-2.858715755881741094e-02,4.912377396562277454e-01
-1.109073551309071037e-01,-2.868521785880782660e-01,-2.539455317478725993e-01,-5.263394846709749109e-01,-8.878763365355403225e-01,7.972083956107586800e-02,3.148614772483036561e-01,2.213056270737120967e-01,-1.887453205743641615e-01,2.464993565007223830e-01,4.977234613029748456e-01,7.777746046581164585e-02,-2.213495914341747917e-01,-3.664026891444135403e-01,5.773483931243026390e-01,-3.561422123133469175e-01,5.310278800866312654e-01,-2.313980666737377734e-01,-2.443988934038390792e-01,-2.372525411998201994e-01,-6.458866576961510564e-01
-5.086284032437915492e-01,-2.441912359069244032e-01,-2.539455317478725993e-01,7.984287674673234969e-02,-9.852098529283862538e-01,1.298161618878826751e+00,3.740459654528720534e-01,7.922695772122878566e-01,-9.508394817090773943e-01,-1.167841213585391058e+00,-6.794843468875981785e-01,-1.151464012413391469e+00,-1.372502025914032475e-01,1.319635357293914568e+00,-1.901673576256493803e+00,-2.959627239197432091e-01,-1.934178568933392350e+00,1.971168716109618912e-01,-1.560406528384598035e-01,1.223405144287199375e+00,-2.085311202529285257e-01
