8.035965967849653113e-01,2.987193819894497171e+00,-1.581216378327287009e+00,1.193383242646485431e+00,-3.504865295741214914e-02,-3.831991077550093161e-01,-1.494328069052626384e+00,-8.625338358093225244e-01,3.585479058932974916e-01,-1.309213074259240606e-01,-2.373630778768791583e-01,-9.949711048004099279e-02,2.536332458217606112e-01
-1.293784528306293646e+00,-1.974477791401479387e-01,-9.696696641608830436e-02,1.720882125681922614e-01,-4.244781302619922148e-01,9.708613436761194260e-01,2.224304297642612158e-02,3.643990743035118718e-01,-1.984902459422372090e+00,-1.309213074259240606e-01,-2.373630778768791583e-01,-3.349402729174840054e+00,2.536332458217606112e-01
1.253035409304520842e+00,-1.974477791401479387e-01,-7.572724397975247324e-02,1.720882125681922614e-01,-4.244781302619922148e-01,-1.737259559186138169e+00,-9.888043650429422238e-01,1.591331984416346268e+00,3.585479058932974916e-01,-1.309213074259240606e-01,-2.373630778768791583e-01,-5.161516769793741410e-01,2.536332458217606112e-01
-1.701874970074049032e-01,8.640994205380670978e-01,3.437347638338378863e-01,-3.385593024709543375e-01,1.133239778956327992e+00,-3.831991077550093161e-01,7.805285989909523936e-01,-8.625338358093225244e-01,3.585479058932974916e-01,-1.309213074259240606e-01,-2.373630778768791583e-01,-5.161516769793741410e-01,2.536332458217606112e-01
7.286901280317060747e-01,8.640994205380670978e-01,1.464244454685928454e-01,1.193383242646485431e+00,-3.504865295741214914e-02,-3.831991077550093161e-01,1.286052303000636554e+00,-8.625338358093225244e-01,3.585479058932974916e-01,-1.309213074259240606e-01,-2.373630778768791583e-01,1.567121155517291919e+00,2.536332458217606112e-01
9.534095342914837845e-01,-1.974477791401479387e-01,-3.508331731151093646e-01,1.720882125681922614e-01,-4.244781302619922148e-01,-3.831991077550093161e-01,1.791576007010320826e+00,-8.625338358093225244e-01,3.585479058932974916e-01,-1.309213074259240606e-01,-2.373630778768791583e-01,1.567121155517291919e+00,2.536332458217606112e-01
3.541577842654098363e-01,2.987193819894497171e+00,1.686089223642092128e+00,1.720882125681922614e-01,-4.244781302619922148e-01,-3.831991077550093161e-01,-1.494328069052626384e+00,-8.625338358093225244e-01,3.585479058932974916e-01,-1.309213074259240606e-01,-2.373630778768791583e-01,-9.949711048004099279e-02,2.536332458217606112e-01
-7.694392470334788792e-01,-1.974477791401479387e-01,-8.038805545597780267e-01,-5.938830599905275953e-01,3.543808243471678887e-01,1.647891569391683797e+00,-9.888043650429422238e-01,-2.490673807529053263e-01,3.585479058932974916e-01,-1.309213074259240606e-01,-2.373630778768791583e-01,-9.949711048004099279e-02,2.536332458217606112e-01
-9.528102825414565269e-02,-1.974477791401479387e-01,6.637312415192837545e-01,-8.492068175101009642e-01,7.438103016517478849e-01,-3.831991077550093161e-01,1.538814155005478579e+00,-8.625338358093225244e-01,3.585479058932974916e-01,5.053596013387904318e-01,-2.373630778768791583e-01,-9.949711048004099279e-02,2.536332458217606112e-01
-9.192521845399973524e-01,-1.974477791401479387e-01,2.989542656590667424e-01,1.193383242646485431e+00,-3.504865295741214914e-02,9.708613436761194260e-01,2.750048949812682331e-01,9.778655293599290976e-01,3.585479058932974916e-01,-1.309213074259240606e-01,3.769364044414635462e+00,-1.766115376477373822e+00,2.536332458217606112e-01
